dem_name,dem_vote,district,incumbent,open_LOGADS,open_LOGCOMM,open_LOGCONTRIB,open_LOGFND,open_LOGGENERAL,open_LOGINFO,open_LOGOVERHEAD,open_LOGTOT,rep_name,year,challenger_LOGADS,challenger_LOGCOMM,challenger_LOGCONTRIB,challenger_LOGFND,challenger_LOGGENERAL,challenger_LOGINFO,challenger_LOGOVERHEAD,challenger_LOGTOT,incumbent_LOGADS,incumbent_LOGCOMM,incumbent_LOGCONTRIB,incumbent_LOGFND,incumbent_LOGGENERAL,incumbent_LOGINFO,incumbent_LOGOVERHEAD,incumbent_LOGTOT,avg_vote
"WOOD, JAMES D.",65.11968024012619,2,0,8.13891222361023,12.14696351852115,11.60955295855382,11.647199856502688,12.783575024655724,10.819778284410283,12.823697954852008,13.684485370753142,"HEATH, MATT",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36074575263064
"KING, STUART R.",33.85176108,3,0,-9.651600460314523,-11.659712499586586,-7.813995675002791,-9.983685017464913,-12.138208065853984,-10.429694278340419,-11.772457800231864,-13.04298281879504,"KEENE, RICHARD J.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68408680108287
"WOODS, ROBERT A.",37.24282239476563,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KEENE, RICHARD J.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.855456962727251,9.93275116558256,11.994752669450813,11.479897083694432,12.125600766609164,9.64049809267472,11.653892246452555,13.376377398503315,38.68408680108287
"HARRINGTON, MICHAEL ""MICKEY""",38.997212548398096,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KEENE, RICHARD J.",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.363287338242982,10.006031956671473,11.72215263102459,11.732480746136446,12.441956019583525,9.922867541513707,11.746227721465775,13.653668998999267,38.68408680108287
"HARRINGTON, MICHAEL ""MICKEY""",44.48742746615086,3,0,-1.026987705270816,-4.850590297080699,-2.3878431003958926,-10.8020645179245,-3.8743629481873985,-11.326365739815026,-2.922567473777274,-3.4184628507308563,"LOGUE, DANIEL R.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68408680108287
"HARRINGTON, MICHAEL ""MICKEY""",36.58186360680227,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LOGUE, DANIEL R.",2010,9.132815491912758,0.0,0.0,0.0,9.143563614522145,4.605170185988092,9.68457254830188,10.1433639260735,8.222252841282343,10.508895272936387,10.671936064342075,11.223436294032412,12.166192915272815,11.250957272056043,11.653282447665081,12.862849522656449,38.68408680108287
"ROUSE, CHARLES E.",44.412883038273364,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LOGUE, DANIEL R.",2012,6.5998704992128365,5.602930299659799,0.0,0.0,7.400143982449459,6.4457198193855785,0.0,8.64843546600812,11.47090629578894,11.45155706036594,10.690481570008986,11.292837739859571,12.847658759012553,11.605692504642356,12.194448445539384,13.518764006976275,38.68408680108287
"REED, JIM",36.933734721265104,3,0,-1.1532961344953385,-11.497073991574664,-6.289155302670801,-9.916707285540133,-1.482613156344799,-1.3104855584985238,-2.1880282707706353,-1.7794330885043852,"GALLAGHER, JAMES",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68408680108287
"RITCHIE, EDWARD H",36.964989553007634,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GALLAGHER, JAMES",2016,0.0,9.547059006810294,0.0,7.377758908227872,10.29564618757431,9.546812608597397,10.46939862636988,11.16377131171006,7.9724660159745655,9.466303423092373,12.094059606381093,11.158777895955708,12.171338902852009,11.582249268359845,11.96088694105273,13.297891259359972,38.68408680108287
"WARREN, DUNCAN SCOTT",33.43620195,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LESLIE, R. TIM",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0233901192784,46.542771751118224
"SCHWENK, TODD W.",33.31921394678102,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LESLIE, R. TIM",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.508702561049345,0.0,0.0,0.0,5.0531199057024105,13.132271192502232,46.542771751118224
"HASWELL, ROB",34.82922448682398,4,0,-0.05261537219258017,-1.795230588898363,-5.268346374104625,-4.324622466378011,-2.079527373807837,-11.338572077825447,-2.2828177789276225,-2.1722421274051893,"GAINES, EDWARD T",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.542771751118224
"CAMPANALE, DENNIS J.",36.60066979236437,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GAINES, EDWARD T",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.670782380562425,12.400802483538186,11.005444242454626,10.882248731055208,13.580190029784575,12.077030418648969,12.919575413220926,14.4497209596242,46.542771751118224
"YAMADA, MARIKO M.",62.4648176296185,4,0,-5.5796261693038325,1.0301206820135977,4.249685010184947,1.1713388683845372,1.1236845896038936,2.5506643263505513,-0.2871464978525573,0.9919191722742084,"MUNN, JOHN R.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.542771751118224
"DODD, BILL",61.615130172195606,4,0,1.042338189588933,3.8722529924174935,6.499486243541239,11.040815458869547,4.390825830946959,11.999109974819767,2.9464215456556087,3.74861595255965,"SCHAUPP, CHARLES E.",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.542771751118224
"AGUIAR-CURRY, CECILIA",63.53414428004408,4,0,1.6373623202833398,3.7296627678922647,3.49183763954267,10.95491371487798,2.9267979603902123,1.9931530438459664,2.4331161872415663,2.821998450091348,"SCHAUPP, CHARLES E.",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.542771751118224
"ULIS, ERIC J.",30.5198952,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"COX, DAVE",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.51139165200589
"CAREY, SANDRA A.",36.01353019887554,5,0,0.0,0.0,-11.230562553996048,0.0,0.0,0.0,0.0,-13.114846899327151,"NIELLO, ROGER",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.51139165200589
"BELL, BRANDON R.",35.34415294711359,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NIELLO, ROGER",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27232844130724,0.0,0.0,0.0,0.0,13.368111352804007,37.51139165200589
"LEAHY, DANIEL K.",38.17290704357266,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NIELLO, ROGER",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.778420832830016,9.723856572891018,11.902938468519473,6.725621704518398,9.90016002244342,0.0,10.648519864813355,13.622383483268926,37.51139165200589
"PAN, RICHARD",49.51866783966987,5,0,1.6417128863455233,-1.7998557693824146,-1.230880257245862,1.6978549849092488,0.7061234003803545,0.8433996961514687,1.4440006436265538,0.7758570259430702,"PUGNO, ANDREW",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.51139165200589
"CARABAS, ROBERT J",35.4991966828037,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BIGELOW, FRANK",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.554351820827375,10.950366976535614,12.725421403971383,10.582091744617461,12.258045074253786,9.2145574675162,12.47948370729544,14.151664150966859,37.51139165200589
"NATION, JOE",69.20010075,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HITT, KENNETH A.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59297913852466
"NATION, JOE",72.51338673383219,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PATRICK, CAROLYN F.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465,8.398715914830378,12.111844380245204,11.297575836974392,11.438388431552115,8.779557455883728,11.855478603943155,12.946265207105537,59.59297913852466
"HUFFMAN, JARED",65.83875869396024,6,0,9.907031266159493,11.527636623296274,10.809222770470765,9.255671226293485,12.575332446907312,11.966011482507277,11.954335735159136,13.153346717907324,"HARTNETT, MICHAEL",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59297913852466
"HUFFMAN, JARED",69.45091752996626,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LAVERY, PAUL",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90527477843843,9.014849681537054,12.023677726045245,10.677001542089256,11.12782958831367,9.70087246797407,11.159978705564065,12.829701030615105,59.59297913852466
"HUFFMAN, JARED",70.45495996375854,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"STEPHENS, ROBERT L.",2010,9.740132979868187,9.024321588856393,4.605170185988092,8.095784659696626,10.263571329795072,4.605170185988092,8.763915759893772,10.481385204149564,6.345636360828596,11.986929208082238,11.939891104524396,10.30325110428531,12.707022948429675,11.84235165066009,11.892588408496144,13.517781705208227,59.59297913852466
"CAPLES, BRIAN",34.28116087904714,6,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GAINES, BETH B.",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605170185988092,9.980580066510806,10.624727169486388,10.065691432410985,12.07356866779132,11.774943900414991,10.877388673871641,12.833775161194938,59.59297913852466
"CAPLES, BRIAN",35.411569419108304,6,0,-5.850284933645201,-12.039734195648437,-10.616437360392252,-9.121145157603133,-6.640792428518638,-6.041830000469861,-1.9641427919857577,-3.4962858646020845,"KILEY, KEVIN",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59297913852466
"EVANS, NOREEN M.",60.119132543872176,7,0,-5.371525076444411,1.4075460688094736,1.8324451164911135,0.7045721861356018,1.137644100446451,1.5262198037229648,0.03079396700412218,0.7056715027257567,"KRUEGER, PATRICIA ""PAT""",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23711135981063
"EVANS, NOREEN M.",71.94600081884923,7,0,0.051959738930711374,10.065956255772583,6.495408624647887,4.534159671963065,3.644387175803681,3.339864029589087,2.307034768278738,3.587124927051839,"GENTRY, DORIS L.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23711135981063
"ALLEN, MICHAEL J.",63.6614399716785,7,0,-1.7187449161677595,5.089909007740062,10.340838849506612,3.3088646133575716,3.455182136934866,11.351652699863445,2.108094457054076,2.8761451641995652,"GENTRY, DORIS L.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23711135981063
"DICKINSON, ROGER",69.79161388854709,7,0,7.3427791893318455,8.55520933321081,12.148814226689892,11.387806021061404,12.649570421601734,12.286046089266558,11.340390661294894,13.281755195582097,"ZACHARIOU, JONATHAN",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23711135981063
"MC CARTY, KEVIN",69.79002443329209,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BROWN, RYAN K.",2016,0.0,4.881361491724374,6.1338534707270576,0.0,4.881361491724374,0.0,8.588607395775998,8.724236628664936,5.320225618596917,11.362480178353215,11.892279287981225,9.501685228237864,12.403361506302906,11.877568578558135,11.72017115226766,13.379977902775853,76.23711135981063
"WOLK, LOIS",58.03201068,8,0,8.103037428729504,12.010060498826745,10.498290379839489,9.805639304560005,12.702049286817136,11.867655508816323,11.589492076477365,13.096835003662882,"MUNN, JOHN R.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31047099912536
"WOLK, LOIS",62.83405687739499,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MUNN, JOHN R.",2004,9.145648239040923,10.081539591228527,0.0,0.0,10.885215963683988,9.908972482766698,9.53379901216186,11.477526758634848,7.5352967024440884,10.83015783006829,11.872699800827734,10.168515957335837,11.712903884501046,10.684499079537142,11.90555285439679,13.05888692673686,60.31047099912536
"WOLK, LOIS",66.01778581020024,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GOULD, JOHN S.",2006,8.160518247477505,6.246281168877058,0.0,7.501535060342867,8.752567244294644,6.214608098422191,8.768269369095501,9.938997543313167,7.9229859587111955,10.660222255302472,11.795724434457073,10.424852145754775,11.911792520390158,11.155406593596325,11.66052599648067,13.174760248626898,60.31047099912536
"YAMADA, MARIKO M.",66.03249866496095,8,0,8.813781981038886,10.800363633841398,9.61413742298365,6.684611727667928,12.508227098543015,12.273680311395989,11.480771316730001,12.947721972595973,"COSME, MANUEL",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31047099912536
"YAMADA, MARIKO M.",61.589133235114886,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CONNOR, MICHELLE P.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.022896869601457,8.031746123789329,10.465956409453957,9.272017616061945,11.463251805633853,11.269460449287159,9.961752215368074,11.97026733388297,60.31047099912536
"COOLEY, KEN",56.685504150555666,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HAALAND, DOUGLAS",2014,8.247482004285692,9.84406658104192,7.3132203870903005,0.0,10.172911454404213,8.166216268592143,9.890529964414151,10.823096572796688,13.487038601587793,12.582973965206325,11.263662759038231,11.70888394810569,14.044107126518488,11.724903230264824,12.942555953527966,14.460052024092887,60.31047099912536
"COOLEY, KEN",57.007633587786245,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BLOISE, NICK E.",2016,5.703782474656202,7.596261707892487,0.0,5.428028973069693,8.566828712456557,7.914252278742441,7.5166944222486505,10.492190464222599,6.57507584059962,11.836454006519036,12.466387812029648,11.613457532411006,12.609844554318403,10.819778284410283,12.161799285226527,13.609547227854906,60.31047099912536
"STEINBERG, DARRELL",69.80711551,9,0,5.783825182329737,6.3745477043230165,12.397081772534197,10.767826878778184,11.33116938826227,10.46310334047155,11.245092293253801,14.554003864511097,"PEGOS, DAVID A.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61021026626409
"JONES, DAVE",66.72835698128728,9,0,5.298317366548036,12.158227662036722,11.786267711817185,8.092948852163365,12.752324272405074,11.926530883995069,12.69124486654471,13.601570152489426,"GARCIA, GASPAR R.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61021026626409
"JONES, DAVE",69.91330262801408,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CHAN, WILLIAM",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4846352356352535,8.392901268839521,12.671566119298026,9.817405016767175,11.253838364729226,10.892184523723381,10.824734382640916,13.202566804469507,71.61021026626409
"JONES, DAVE",72.81256922249297,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CURRINGTON, MALI D.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.316300249036848,7.704180808995584,13.366406992826278,10.490968893053722,11.67597627799288,11.23073548333999,11.016071777521095,13.91525014978682,71.61021026626409
"DICKINSON, ROGER",67.97305077726487,9,0,12.595777544748113,11.753203145127046,11.829923591756062,10.831866131128033,13.20482275642006,11.154820928221902,12.349378951395373,13.732220586130765,"REDDING, RICK D.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61021026626409
"PAN, RICHARD",58.87518122384222,9,0,1.0949987481689298,2.627435042829063,12.515193469332216,4.671485514764416,2.592648428649211,2.4404443403426495,2.269840882487392,2.79518753471514,"AMADOR, ANTONIO (TONY)",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61021026626409
"COOPER, JIM",66.77210578721132,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GORSULOWSKY, TIMOTHY S.",2016,0.0,0.0,0.0,0.0,0.0,0.0,8.411832675758411,8.863013031317962,8.075271546297458,11.091175322575078,12.648573902881324,12.360565166922946,12.636935483428795,8.612503371220562,12.434684737084847,13.837089322680391,71.61021026626409
"MAESTAS, KATHERINE E.",39.85158811,10,0,-1.4907182586976049,-4.126637664520857,5.768320995793773,-2.482750562396112,-2.4305427668017625,-6.630013898277923,-2.4995249428450954,-2.658256201126841,"NAKANISHI, ALAN S.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.85484200376233
"COOK, COLONEL JIM A.",33.974028987188504,10,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NAKANISHI, ALAN S.",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.135798437050261,10.314595377199359,12.039989548396909,10.130257719722037,11.771672348443287,11.213170811284176,11.305839670020852,12.856965530274243,63.85484200376233
"HUBER, ALYSON",46.66271826383087,10,0,1.9486930703502665,-0.8997691851325182,7.955074273262698,-1.1061716969691862,0.03210683299777095,-1.618996910062279,-0.974382132623246,-0.2505605481292612,"SIEGLOCK, JACK A.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.85484200376233
"HUBER, ALYSON",51.91229887783506,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SIEGLOCK, JACK A.",2010,7.012709712199649,12.299481109127045,5.991464547107983,9.590633986181953,12.83224623591028,11.840559761801856,12.077223303551571,13.297915338771961,14.917333237807494,12.448777187105547,10.707584474888078,11.42757343777066,15.097944372354714,12.425208175446846,13.59890758287169,15.330029320132036,63.85484200376233
"LEVINE, MARC",74.58325978748191,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ALLEN, GREGORY J.",2014,10.034599583363683,8.650343761537075,0.0,0.0,10.26266506244282,4.859812404361672,9.631878284413748,10.77711939549872,11.958467650216575,12.810596678168011,11.487354907098661,11.541607766692545,13.4587564251759,11.222907332720899,12.094740837136705,14.313260759762594,63.85484200376233
"LEVINE, MARC",68.20667243945866,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JACOBI, VERONICA S.",2016,0.0,0.0,0.0,0.0,0.0,0.0,8.703340753043719,8.997518369733847,0.0,7.407420860489075,10.495119592276216,10.556006730174898,10.780114369057417,8.987196820661973,10.735921127633672,12.336507091311502,63.85484200376233
"CANCIAMILLA, JOSEPH",64.91483522,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DENNY, JAN LESLIE",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84869726296945
"CANCIAMILLA, JOSEPH",66.83204191983945,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SANTIAGO, PAUL E.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.926926025970412,7.398957619368867,10.975397143078196,11.390086532279119,11.450691167070095,8.165187330325768,11.276257621304149,12.497264713235055,65.84869726296945
"DE SAULNIER, MARK",66.49718330203669,11,0,10.069256195989015,12.48539106493953,10.376455533745876,10.97610795992974,13.175453312865304,12.104870140021012,12.898660594749416,13.81426126792634,"SIMONSEN, ARNE",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84869726296945
"TORLAKSON, TOM",73.70209517134344,11,0,7.677400430514807,0.0,11.022664759582076,11.652526611809778,11.980255084737164,10.655663258298306,11.674584940243006,12.922927758920508,"HANSEN, ELIZABETH R.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84869726296945
"BONILLA, SUSAN",68.95218683937911,11,0,6.214608098422191,9.866929371695775,11.75818269652955,10.902856687387052,11.9421942703754,11.283512300642426,11.973145452594373,13.105753351528366,"CRAVEN, JULIE",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84869726296945
"FRAZIER JR., JAMES L.",61.98652703230058,11,0,0.5094281029219374,2.936709201116491,5.76241819180779,3.0729151680681905,2.6211251922010774,3.177615648887196,2.2585778437695936,2.6851148123384547,"HUDSON, MICHAEL J.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84869726296945
"FRAZIER JR., JAMES L.",59.704592406014214,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HENTHORN, ALEX",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.050009637052318,10.961601578999245,12.666150426123052,11.980389246531788,12.647083002592092,11.163177332328697,11.972080207282168,13.721559209530295,65.84869726296945
"FRAZIER JR., JAMES L.",64.20011621284209,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MILLER, DAVID J.",2016,5.298317366548036,5.598421958998375,0.0,0.0,6.152732694704104,0.0,0.0,7.947678571301568,10.61131396406513,10.22596879868038,13.287556340485413,12.26757706844339,12.874771076262805,11.603219082842426,11.941050030778506,14.086704647611198,65.84869726296945
"YEE, LELAND Y.",77.72320948,12,0,10.56947754217603,12.282936181912868,12.095699588048804,10.420243258556667,13.43879105746684,12.89337688933286,11.242189394523377,13.826137837853553,"EPSTEIN, HOWARD",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08170724501056
